ORSId	ID	Source	Period/Epoch	Area/Site	Material	SWRadical	SWRadicalNumber
ORS02509	T01231	A-20333	商	河南安阳	甲骨	094	占
ORS02510	T01232	A-28170	商	河南安阳	甲骨	094	占
ORS02511	T01233	A-17681-0	商	河南安阳	甲骨	094	占
ORS02512	T01248	A-20333	商	河南安阳	甲骨	094	占
ORS02513	T01249	A-16939-1	商	河南安阳	甲骨	094	占
ORS02514	T01250	A-09950-1	商	河南安阳	甲骨	094	占
ORS02515	T01251	A-16935-0	商	河南安阳	甲骨	094	占
ORS02516	T01252	A-17681-0	商	河南安阳	甲骨	094	占
ORS02517	T01253	A-21412	商	河南安阳	甲骨	094	占
ORS02518	G01219	A-00137-1	商	河南安阳	甲骨	094	囗·占
ORS02519	G01220	A-00137-0	商	河南安阳	甲骨	094	囗·占
ORS02520	G01221	A-00562-1	商	河南安阳	甲骨	094	囗·占
ORS02521	G01222	A-17675	商	河南安阳	甲骨	094	囗·占
ORS02522	G01223	A-20229	商	河南安阳	甲骨	094	囗·占
ORS02523	G01224	A-34890	商	河南安阳	甲骨	094	囗·占
ORS02524	T01234	A-01515	商	河南安阳	甲骨	094	貞
ORS02525	T01235	A-32276	商	河南安阳	甲骨	094	貞
ORS02526	T01236	A-20463-1	商	河南安阳	甲骨	094	貞
ORS02527	T01237	A-10072	商	河南安阳	甲骨	094	貞
ORS02528	T01238	F-00056	商	河南安阳	甲骨	094	貞
ORS02529	T01239	A-35119	商	河南安阳	甲骨	094	貞
ORS02530	T01240	A-20583	商	河南安阳	甲骨	094	貞
ORS02531	T01241	A-22086	商	河南安阳	甲骨	094	貞
ORS02532	T01242	E-H11-1	周	周原	甲骨	094	貞
ORS02533	T01243	C-00446	商	河南安阳	甲骨	094	貞
ORS02534	T01244	A-27860	商	河南安阳	甲骨	094	貞
ORS02535	T01245	A-20355	商	河南安阳	甲骨	094	貞
ORS02536	T01246	E-H11-10	商	河南安阳	甲骨	094	貞
ORS02537	T01247	E-H11-167	周	周原	甲骨	094	貞
ORS02538	T01254	A-07986-1	商	河南安阳	甲骨	094	囗+卜
ORS02539	T01255	A-20333	商	河南安阳	甲骨	094	囗+卜
ORS02540	T01256	A-07852-0	商	河南安阳	甲骨	094	囗+卜
ORS02541	T01257	A-24917	商	河南安阳	甲骨	094	囗+卜
ORS02542	T01258	A-16525	商	河南安阳	甲骨	094	囗+卜
ORS02543	T01259	A-07422	商	河南安阳	甲骨	094	囗+卜
ORS02544	T01260	A-05758	商	河南安阳	甲骨	094	囗+卜
ORS02545	T01261	A-22086	商	河南安阳	甲骨	094	囗+卜
ORS02546	T01262	A-22103	商	河南安阳	甲骨	094	囗+卜
ORS02547	T01263	A-34703	商	河南安阳	甲骨	094	囗+卜
ORS02548	T01264	A-22407	商	河南安阳	甲骨	094	囗+卜
ORS02549	T01265	A-22318	商	河南安阳	甲骨	094	囗+卜
ORS02550	T01266	A-35113	商	河南安阳	甲骨	094	囗+卜
ORS02551	T01272	A-25492	商	河南安阳	甲骨	094	骨
ORS02552	T01273	A-35646-0	商	河南安阳	甲骨	094	囗+卜+犬
ORS02553	G01212	A-00005	商	河南安阳	甲骨	094	貞
ORS02554	G01213	A-00014-0	商	河南安阳	甲骨	094	貞
ORS02555	G01214	A-00054	商	河南安阳	甲骨	094	貞
ORS02556	G01216	E-H11:10	商	河南安阳	甲骨	094	貞
ORS02557	G01215	A-08433	商	河南安阳	甲骨	094	
ORS02558	G01217	A-19886	商	河南安阳	甲骨	094	占
ORS02559	G01218	A-03815	商	河南安阳	甲骨	094	占
ORS02560	G01225	E-H11:6	商	河南安阳	甲骨	094	??/
ORS02561	G01226	E-H11:43	商	河南安阳	甲骨	094	??/
ORS02562	G01227	A-00559-0	商	河南安阳	甲骨	095	用
ORS02563	G01228	A-00239	商	河南安阳	甲骨	095	用
ORS02564	G01229	A-00257	商	河南安阳	甲骨	095	用
ORS02565	G01230	A-00590-0	商	河南安阳	甲骨	095	用
ORS02566	G01231	A-00903-0	商	河南安阳	甲骨	095	用
ORS02567	G01232	A-00903-0	商	河南安阳	甲骨	095	用
ORS02568	G01233	A-15821	商	河南安阳	甲骨	095	用
ORS02569	G01234	A-22447	商	河南安阳	甲骨	095	用
ORS02570	G01235	A-29465	商	河南安阳	甲骨	095	用
ORS02571	T01274	A-38762	商	河南安阳	甲骨	095	用
ORS02572	T01275	A-27352	商	河南安阳	甲骨	095	用
ORS02573	T01276	A-30303	商	河南安阳	甲骨	095	用
ORS02574	T01277	F-03265	商	河南安阳	甲骨	095	用
ORS02575	T01278	A-01526	商	河南安阳	甲骨	095	用
ORS02576	T01279	A-00102	商	河南安阳	甲骨	095	用
ORS02577	T01280	A-15429	商	河南安阳	甲骨	095	用
ORS02578	T01281	A-32303	商	河南安阳	甲骨	095	用
ORS02579	T01282	A-34413	商	河南安阳	甲骨	095	用
ORS02580	T01283	C-00203	商	河南安阳	甲骨	095	用
ORS02581	T01284	A-10349	商	河南安阳	甲骨	095	甫
ORS02582	T01285	A-07896	商	河南安阳	甲骨	095	甫
ORS02583	T01286	A-03906	商	河南安阳	甲骨	095	備-人
ORS02584	T01291	A-30373	商	河南安阳	甲骨	095	備-人
ORS02585	T01287	A-17388	商	河南安阳	甲骨	095	備-人
ORS02586	T01288	A-00301	商	河南安阳	甲骨	095	備-人
ORS02587	T01289	A-00473	商	河南安阳	甲骨	095	備-人
ORS02588	T01290	A-13884	商	河南安阳	甲骨	095	備-人
ORS02589	T01292	A-00022	商	河南安阳	甲骨	095	墾
ORS02590	T01293	A-28198	商	河南安阳	甲骨	095	墾
ORS02591	T01294	A-37392	商	河南安阳	甲骨	095	墾
ORS02592	T01295	A-22405	商	河南安阳	甲骨	095	爫+用+又
ORS02593	T01296	A-07074	商	河南安阳	甲骨	095	爫+用+又
ORS02594	T01297	A-18215	商	河南安阳	甲骨	095	臼+用
ORS02595	T01298	A-07054	商	河南安阳	甲骨	095	用+廾
ORS02596	G01236	A-05900	商	河南安阳	甲骨	095	甫
ORS02597	G01250	A-00302	商	河南安阳	甲骨	095	?
ORS02598	G01253	A-01973	商	河南安阳	甲骨	095	?
ORS02599	G01251	A-06111	商	河南安阳	甲骨	095	?
ORS02600	G01252	A-14433-0	商	河南安阳	甲骨	095	?
ORS02601	G01254	A-15823	商	河南安阳	甲骨	095	?
ORS02602	G01241	A-12839	商	河南安阳	甲骨	095	庸
ORS02603	G01239	A-15994	商	河南安阳	甲骨	095	庸
ORS02604	G01242	A-26040	商	河南安阳	甲骨	095	庸
ORS02605	G01243	A-27352	商	河南安阳	甲骨	095	庸
ORS02606	G01244	A-27352	商	河南安阳	甲骨	095	庸
ORS02607	G01245	A-31014	商	河南安阳	甲骨	095	庸
ORS02608	G01246	A-31023	商	河南安阳	甲骨	095	庸
ORS02609	G01247	A-34612	商	河南安阳	甲骨	095	庸
ORS02610	G01248	A-35248	商	河南安阳	甲骨	095	庸
ORS02611	G01240	F-01055	商	河南安阳	甲骨	095	庸
ORS02612	G01249	F-01055	商	河南安阳	甲骨	095	庸
ORS02613	G01237	A-07896	商	河南安阳	甲骨	095	甫
ORS02614	G01238	A-20217	商	河南安阳	甲骨	095	甫
ORS02615	T01299	A-00138	商	河南安阳	甲骨	096	爻
ORS02616	G01255	A-00138	商	河南安阳	甲骨	096	爻
ORS02617	G01266	A-16013	商	河南安阳	甲骨	096	老
ORS02618	G01256	A-08884	商	河南安阳	甲骨	097	爾
ORS02619	G01257	A-06943	商	河南安阳	甲骨	097	爾
ORS02620	T01300	A-22507	商	河南安阳	甲骨	098	目+攴
ORS02621	T01301	A-14370-丁	商	河南安阳	甲骨	098	目+攴
ORS02622	T01302	A-20234	商	河南安阳	甲骨	098	目+攴
ORS02623	T01303	A-20235	商	河南安阳	甲骨	098	目+攴
ORS02624	G01258	A-16981	商	河南安阳	甲骨	098	?
ORS02625	G01259	A-04091	商	河南安阳	甲骨	099	目
ORS02626	G01260	A-06195	商	河南安阳	甲骨	099	目
ORS02627	G01261	A-13626	商	河南安阳	甲骨	099	目
ORS02628	G01262	A-13627	商	河南安阳	甲骨	099	目
ORS02629	G01263	A-14630	商	河南安阳	甲骨	099	目
ORS02630	G01264	A-33367	商	河南安阳	甲骨	099	目
ORS02631	T01304	A-20173	商	河南安阳	甲骨	099	目
ORS02632	T01305	A-06194	商	河南安阳	甲骨	099	目
ORS02633	T01306	A-13628	商	河南安阳	甲骨	099	目
ORS02634	T01322	A-02824	商	河南安阳	甲骨	099	相
ORS02635	T01319	A-06063-0	商	河南安阳	甲骨	099	相
ORS02636	T02161	A-01064	商	河南安阳	甲骨	099	盾
ORS02637	T02160	A-02516	商	河南安阳	甲骨	099	盾
ORS02638	T02159	A-06754	商	河南安阳	甲骨	099	盾
ORS02639	T02158	A-06825	商	河南安阳	甲骨	099	盾
ORS02640	T02162	A-06971	商	河南安阳	甲骨	099	盾
ORS02641	T02163	A-07991	商	河南安阳	甲骨	099	盾
ORS02642	T02164	A-20297	商	河南安阳	甲骨	099	盾
ORS02643	T01338	A-14832-0	商	河南安阳	甲骨	099	眢
ORS02644	G01278	A-28804	商	河南安阳	甲骨	099	眢
ORS02645	G01279	A-29347	商	河南安阳	甲骨	099	眢
ORS02646	G01280	A-30677	商	河南安阳	甲骨	099	眢
ORS02647	G01281	A-27121	商	河南安阳	甲骨	099	眢
ORS02648	G01282	A-00239	商	河南安阳	甲骨	099	眢
ORS02649	G01283	A-28233	商	河南安阳	甲骨	099	眢
ORS02650	G01284	A-34094	商	河南安阳	甲骨	099	眢
ORS02651	G01286	A-28962	商	河南安阳	甲骨	099	眢
ORS02652	G01287	A-33560	商	河南安阳	甲骨	099	眢
ORS02653	G01285	A-28872	商	河南安阳	甲骨	099	眢
ORS02654	T01327	A-28012	商	河南安阳	甲骨	099	罒+大
ORS02655	G01265	A-18936-0	商	河南安阳	甲骨	099	目/瞽
ORS02656	G01270	A-06157	商	河南安阳	甲骨	099	眔
ORS02657	G01271	A-00269	商	河南安阳	甲骨	099	眔
ORS02658	G01272	A-03968	商	河南安阳	甲骨	099	眔
ORS02659	G01273	A-08985-0	商	河南安阳	甲骨	099	眔
ORS02660	G01274	A-24417	商	河南安阳	甲骨	099	眔
ORS02661	G01275	A-27305	商	河南安阳	甲骨	099	眔
ORS02662	G01276	A-27552	商	河南安阳	甲骨	099	眔
ORS02663	G01277	A-32663	商	河南安阳	甲骨	099	眔
ORS02664	G01288	A-37554	商	河南安阳	甲骨	099	王禾目
ORS02665	G01289	A-37455	商	河南安阳	甲骨	099	王禾目
ORS02666	G01290	A-28146	商	河南安阳	甲骨	099	禾目又
ORS02667	G01291	A-18410	商	河南安阳	甲骨	099	相
ORS02668	G01292	A-38158	商	河南安阳	甲骨	099	相
ORS02669	G01293	A-05123	商	河南安阳	甲骨	099	眚
ORS02670	G01294	A-05119	商	河南安阳	甲骨	099	眚
ORS02671	G01295	A-11174-0	商	河南安阳	甲骨	099	眚
ORS02672	G01296	A-21524	商	河南安阳	甲骨	099	眚
ORS02673	G01297	A-28626	商	河南安阳	甲骨	099	眚
ORS02674	G01298	A-29002	商	河南安阳	甲骨	099	眚
ORS02675	G01299	A-05352	商	河南安阳	甲骨	099	臣夬
ORS02676	G01300	A-05353	商	河南安阳	甲骨	099	臣夬
ORS02677	G01301	A-11437-1	商	河南安阳	甲骨	099	臣夬
ORS02678	G01302	A-03403	商	河南安阳	甲骨	099	o
ORS02679	G01303	A-03402	商	河南安阳	甲骨	099	o
ORS02680	G01304	A-22317	商	河南安阳	甲骨	099	o
ORS02681	G01305	A-28012	商	河南安阳	甲骨	099	o
ORS02682	G01306	A-03401	商	河南安阳	甲骨	099	瞚
ORS02683	G01307	A-10101-0	商	河南安阳	甲骨	099	目/囗
ORS02684	G01308	A-01248-0	商	河南安阳	甲骨	099	目/囗
ORS02685	G01309	A-01051-0	商	河南安阳	甲骨	099	目/囗
ORS02686	G01310	A-08628	商	河南安阳	甲骨	099	?
ORS02687	G01311	A-06063-0	商	河南安阳	甲骨	099	?
ORS02688	G01312	A-01121	商	河南安阳	甲骨	099	?
ORS02689	G01313	A-07981	商	河南安阳	甲骨	099	蜀/?
ORS02690	G01314	A-14163	商	河南安阳	甲骨	099	蜀/?
ORS02691	G01315	A-20598	商	河南安阳	甲骨	099	蜀/?
ORS02692	G01316	A-21982	商	河南安阳	甲骨	099	蜀/?
ORS02693	G01317	A-13753	商	河南安阳	甲骨	099	目/o
ORS02694	G01318	A-19411	商	河南安阳	甲骨	099	眀
ORS02695	G01319	A-18726-0	商	河南安阳	甲骨	099	眀
ORS02696	G01320	A-34470	商	河南安阳	甲骨	099	目/火
ORS02697	G01321	A-18736	商	河南安阳	甲骨	099	目/火
ORS02698	G01322	A-22099	商	河南安阳	甲骨	099	目/女
ORS02699	G01323	A-22099	商	河南安阳	甲骨	099	目/女
ORS02700	T01307	A-05123	商	河南安阳	甲骨	099	眚
ORS02701	T01308	F-04457	商	河南安阳	甲骨	099	眚
ORS02702	T01309	A-05112-0	商	河南安阳	甲骨	099	眚
ORS02703	T01310	A-10545	商	河南安阳	甲骨	099	眚
ORS02704	T01311	E-H11-113	周	周原	甲骨	099	眚
ORS02705	T01312	A-01248-0	商	河南安阳	甲骨	099	眔
ORS02706	T01313	A-27419	商	河南安阳	甲骨	099	眔
ORS02707	T01314	A-27966	商	河南安阳	甲骨	099	眔
ORS02708	T01315	A-36344	商	河南安阳	甲骨	099	眔
ORS02709	T01316	A-32663	商	河南安阳	甲骨	099	眔
ORS02710	T01317	A-24417	商	河南安阳	甲骨	099	眔
ORS02711	T01318	E-FQ7	周	周原	甲骨	099	眔
ORS02712	T01320	A-18793	商	河南安阳	甲骨	099	相
ORS02713	T01321	A-18410	商	河南安阳	甲骨	099	相
ORS02714	T01323	A-38158	商	河南安阳	甲骨	099	相
ORS02715	T01324	A-22317	商	河南安阳	甲骨	099	眣
ORS02716	T01325	A-03403	商	河南安阳	甲骨	099	眣
ORS02717	T01326	A-19166	商	河南安阳	甲骨	099	罒+矢+矢
ORS02718	T01328	A-22413	商	河南安阳	甲骨	099	直
ORS02719	T01329	A-28962	商	河南安阳	甲骨	099	眢
ORS02720	T01330	F-00086	商	河南安阳	甲骨	099	眢
ORS02721	T01331	F-04233	商	河南安阳	甲骨	099	眢
ORS02722	T01332	A-29155	商	河南安阳	甲骨	099	眢
ORS02723	T01333	A-28804	商	河南安阳	甲骨	099	眢
ORS02724	T01334	A-34094	商	河南安阳	甲骨	099	眢
ORS02725	T01335	A-00239	商	河南安阳	甲骨	099	眢
ORS02726	T01336	A-00242	商	河南安阳	甲骨	099	眢
ORS02727	T01337	A-10194	商	河南安阳	甲骨	099	眢
ORS02728	T01339	A-14692	商	河南安阳	甲骨	099	目+口
ORS02729	T01340	A-01051-0	商	河南安阳	甲骨	099	目+口
ORS02730	T01341	A-18083	商	河南安阳	甲骨	099	瞚
ORS02731	G01324	A-03421	商	河南安阳	甲骨	101	眉
ORS02732	T01350	A-03420	商	河南安阳	甲骨	101	眉
ORS02733	T01349	A-03198	商	河南安阳	甲骨	101	眉
ORS02734	G01325	A-19165	商	河南安阳	甲骨	101	眉
ORS02735	G01326	A-04503	商	河南安阳	甲骨	101	眉
ORS02736	T01348	A-00673	商	河南安阳	甲骨	101	眉
ORS02737	T01353	A-03197	商	河南安阳	甲骨	101	眉
ORS02738	G01327	A-03197	商	河南安阳	甲骨	101	眉
ORS02739	T01351	A-04504	商	河南安阳	甲骨	101	眉
ORS02740	T01352	A-17221	商	河南安阳	甲骨	101	眉
ORS02741	T01354	A-10144	商	河南安阳	甲骨	101	眉
ORS02742	T01355	A-18078	商	河南安阳	甲骨	101	眉
ORS02743	T01356	A-05112-0	商	河南安阳	甲骨	101	省
ORS02744	T01357	A-05116	商	河南安阳	甲骨	101	省
ORS02745	G01330	A-24399	商	河南安阳	甲骨	103	自
ORS02746	G01328	A-00320	商	河南安阳	甲骨	103	自
ORS02747	G01329	A-01180	商	河南安阳	甲骨	103	自
ORS02748	T01359	A-00012	商	河南安阳	甲骨	103	自
ORS02749	G01335	A-32370	商	河南安阳	甲骨	103	自
ORS02750	G01336	A-32208	商	河南安阳	甲骨	103	自
ORS02751	T01358	A-00138	商	河南安阳	甲骨	103	自
ORS02752	T01360	A-32364	商	河南安阳	甲骨	103	自
ORS02753	T01361	A-09506	商	河南安阳	甲骨	103	自
ORS02754	G01331	A-01160	商	河南安阳	甲骨	103	自
ORS02755	G01332	A-01229-0	商	河南安阳	甲骨	103	自
ORS02756	G01333	A-00137-1	商	河南安阳	甲骨	103	自
ORS02757	G01334	A-32616	商	河南安阳	甲骨	103	自
ORS02758	T01369	A-28058	商	河南安阳	甲骨	103	自+內
ORS02759	T01362	A-13633	商	河南安阳	甲骨	103	自+肉
ORS02760	T01367	A-02630	商	河南安阳	甲骨	103	自+魚
ORS02761	T01368	A-18352	商	河南安阳	甲骨	103	自+魚
ORS02762	T01365	A-11408-0	商	河南安阳	甲骨	103	自叀
ORS02763	T01366	A-07693	商	河南安阳	甲骨	103	自巾
ORS02764	T02165	F-02909	商	河南安阳	甲骨	103	息
ORS02765	T01364	A-01098	商	河南安阳	甲骨	103	鼻
ORS02766	T03869	A-26089	商	河南安阳	甲骨	103	入自部
ORS02767	G01358	A-00559-0	商	河南安阳	甲骨	104	百
ORS02768	G01359	A-08966	商	河南安阳	甲骨	104	百
ORS02769	G01360	A-32698	商	河南安阳	甲骨	104	百
ORS02770	G01361	A-33033	商	河南安阳	甲骨	104	百
ORS02771	G01362	A-05760-0	商	河南安阳	甲骨	104	百
ORS02772	T01372	A-00102	商	河南安阳	甲骨	104	百
ORS02773	T01373	A-00294	商	河南安阳	甲骨	104	百
ORS02774	T01374	A-00300	商	河南安阳	甲骨	104	百
ORS02775	G01337	A-27445	商	河南安阳	甲骨	104	皆
ORS02776	G01346	A-10134-1	商	河南安阳	甲骨	104	魯
ORS02777	G01347	A-10133-0	商	河南安阳	甲骨	104	魯
ORS02778	G01348	A-22102	商	河南安阳	甲骨	104	魯
ORS02779	T01370	A-07895	商	河南安阳	甲骨	104	魯
ORS02780	G01355	A-30429	商	河南安阳	甲骨	104	智
ORS02781	G01356	A-38289	商	河南安阳	甲骨	104	智
ORS02782	G01357	A-26994	商	河南安阳	甲骨	104	智
ORS02783	T01371	A-38289	商	河南安阳	甲骨	104	智
ORS02784	G01351	A-06441	商	河南安阳	甲骨	104	者
ORS02785	G01340	A-28133	商	河南安阳	甲骨	104	皆
ORS02786	T01363	A-08189	商	河南安阳	甲骨	103	鼻
ORS02787	G01363	A-08189	商	河南安阳	甲骨	105	鼻
ORS02788	G01364	A-27503	商	河南安阳	甲骨	106	奭/爽
ORS02789	G01365	A-32744	商	河南安阳	甲骨	106	奭/爽
ORS02790	G01366	A-36208	商	河南安阳	甲骨	106	奭/爽
ORS02791	G01367	A-27177	商	河南安阳	甲骨	106	奭/爽
ORS02792	G01368	A-03506	商	河南安阳	甲骨	106	奭/爽
ORS02793	G01369	A-30303	商	河南安阳	甲骨	106	奭/爽
ORS02794	T01375	A-31667	商	河南安阳	甲骨	107	習
ORS02795	T01376	A-31669	商	河南安阳	甲骨	107	習
ORS02796	G01370	A-31669	商	河南安阳	甲骨	107	習
ORS02797	G01371	A-31674	商	河南安阳	甲骨	107	習
ORS02798	G01372	A-07163	商	河南安阳	甲骨	108	羽
ORS02799	G01373	A-03266	商	河南安阳	甲骨	108	羽
ORS02800	G01374	A-13427	商	河南安阳	甲骨	108	羽
ORS02801	G01375	A-32920	商	河南安阳	甲骨	108	羽
ORS02802	T01377	A-00458-0	商	河南安阳	甲骨	108	羽，翼，翌
ORS02803	T01378	A-00461	商	河南安阳	甲骨	108	羽，翼，翌
ORS02804	T01379	A-08235	商	河南安阳	甲骨	108	羽，翼，翌
ORS02805	T01380	A-01139	商	河南安阳	甲骨	108	羽，翼，翌
ORS02806	T01381	A-21863	商	河南安阳	甲骨	108	羽，翼，翌
ORS02807	T01382	A-22764	商	河南安阳	甲骨	108	羽，翼，翌
ORS02808	T01383	A-24496	商	河南安阳	甲骨	108	羽，翼，翌
ORS02809	T01384	F-00151	商	河南安阳	甲骨	108	羽，翼，翌
ORS02810	T01385	F-00257	商	河南安阳	甲骨	108	羽，翼，翌
ORS02811	T01387	A-38172	商	河南安阳	甲骨	108	羽，翼，翌
ORS02812	T01386	A-28499	商	河南安阳	甲骨	108	翊（羽，翼，翌）
ORS02813	T01388	A-27879	商	河南安阳	甲骨	108	翊（羽，翼，翌）
ORS02814	G01377	A-00154	商	河南安阳	甲骨	108	翌
ORS02815	G01376	A-00043	商	河南安阳	甲骨	108	翌
ORS02816	G01378	A-00423	商	河南安阳	甲骨	108	翌
ORS02817	G01379	A-00430	商	河南安阳	甲骨	108	翌
ORS02818	G01380	A-00454-0	商	河南安阳	甲骨	108	翌
ORS02819	G01381	A-00454-0	商	河南安阳	甲骨	108	翌
ORS02820	G01382	A-05233	商	河南安阳	甲骨	108	翌
ORS02821	G01383	A-13383	商	河南安阳	甲骨	108	翌
ORS02822	G01384	A-23215	商	河南安阳	甲骨	108	翌
ORS02823	G01385	A-22986	商	河南安阳	甲骨	108	翌
ORS02824	G01386	A-27213	商	河南安阳	甲骨	108	翌
ORS02825	G01387	A-23071	商	河南安阳	甲骨	108	翌
ORS02826	G01388	A-32935	商	河南安阳	甲骨	108	翌
ORS02827	G01389	A-23126-0	商	河南安阳	甲骨	108	翌
ORS02828	G01390	A-27050	商	河南安阳	甲骨	108	翌
ORS02829	G01391	A-28513	商	河南安阳	甲骨	108	翌
ORS02830	G01392	A-28505	商	河南安阳	甲骨	108	翌
ORS02831	G01393	A-28888	商	河南安阳	甲骨	108	翌
ORS02832	G01394	A-38178	商	河南安阳	甲骨	108	翌
ORS02833	G01396	A-00136-0	商	河南安阳	甲骨	109	隹
ORS02834	G01397	A-00644	商	河南安阳	甲骨	109	隹
ORS02835	G01398	A-11498-0	商	河南安阳	甲骨	109	隹
ORS02836	G01399	A-10756	商	河南安阳	甲骨	109	隹
ORS02837	G01400	A-26809	商	河南安阳	甲骨	109	隹
ORS02838	G01401	A-16312	商	河南安阳	甲骨	109	隹
ORS02839	T01389	A-00214	商	河南安阳	甲骨	109	隹
ORS02840	G01402	A-01385-1	商	河南安阳	甲骨	109	隹
ORS02841	T01390	A-27146	商	河南安阳	甲骨	109	隹
ORS02842	T01391	A-33273	商	河南安阳	甲骨	109	隹
ORS02843	T01392	A-33911	商	河南安阳	甲骨	109	隹
ORS02844	T01393	A-05244	商	河南安阳	甲骨	109	隹
ORS02845	T01394	A-27133	商	河南安阳	甲骨	109	隹
ORS02846	T01395	A-24369	商	河南安阳	甲骨	109	隹
ORS02847	T01396	A-37743	商	河南安阳	甲骨	109	隹
ORS02848	T01397	A-20397	商	河南安阳	甲骨	109	隹
ORS02849	T01398	A-33123	商	河南安阳	甲骨	109	隹
ORS02850	T01399	A-33123	商	河南安阳	甲骨	109	隹
ORS02851	G01441	A-08940	商	河南安阳	甲骨	109	
ORS02852	G01442	A-10509	商	河南安阳	甲骨	109	
ORS02853	G01405	A-00211	商	河南安阳	甲骨	109	獲
ORS02854	G01406	A-03128	商	河南安阳	甲骨	109	獲
ORS02855	G01404	A-10845-0	商	河南安阳	甲骨	109	獲
ORS02856	G01403	A-00214	商	河南安阳	甲骨	109	獲
ORS02857	T01400	A-00102	商	河南安阳	甲骨	109	獲
ORS02858	T01401	A-00158	商	河南安阳	甲骨	109	獲
ORS02859	T01402	A-00171	商	河南安阳	甲骨	109	獲
ORS02860	T01403	A-20726	商	河南安阳	甲骨	109	獲
ORS02861	T01404	A-10891	商	河南安阳	甲骨	109	獲
ORS02862	T01453	A-08252	商	河南安阳	甲骨	109	隹+益
ORS02863	T01454	A-26842	商	河南安阳	甲骨	109	隹+丙
ORS02864	G01466	A-06153	商	河南安阳	甲骨	109	隹匕
ORS02865	G01467	A-18218	商	河南安阳	甲骨	109	隹匕
ORS02866	G01468	A-13404	商	河南安阳	甲骨	109	隹/冉
ORS02867	G01469	A-33232	商	河南安阳	甲骨	109	隹/冉
ORS02868	T01449	A-27939	商	河南安阳	甲骨	109	隹＋泉
ORS02869	T01450	A-32183	商	河南安阳	甲骨	109	隹＋泉
ORS02870	T01451	A-08377-1	商	河南安阳	甲骨	109	隹＋泉
ORS02871	G01408	A-00387-1	商	河南安阳	甲骨	109	雀
ORS02872	G01409	A-10770	商	河南安阳	甲骨	109	雀
ORS02873	G01410	A-22317	商	河南安阳	甲骨	109	雀
ORS02874	G01411	A-01051-0	商	河南安阳	甲骨	109	雀
ORS02875	G01412	A-01051-0	商	河南安阳	甲骨	109	雀
ORS02876	G01413	A-05829	商	河南安阳	甲骨	109	雀
ORS02877	G01414	A-06959	商	河南安阳	甲骨	109	雀
ORS02878	G01415	A-10856	商	河南安阳	甲骨	109	雀
ORS02879	T01405	A-04108	商	河南安阳	甲骨	109	雀
ORS02880	T01406	A-32842	商	河南安阳	甲骨	109	雀
ORS02881	T01407	A-08007	商	河南安阳	甲骨	109	雀
ORS02882	G01461	A-07901	商	河南安阳	甲骨	109	雇
ORS02883	T01435	A-13925-0	商	河南安阳	甲骨	109	雇
ORS02884	G01462	A-13925-0	商	河南安阳	甲骨	109	雇
ORS02885	G01463	A-24348	商	河南安阳	甲骨	109	雇
ORS02886	T01434	A-07901	商	河南安阳	甲骨	109	雇
ORS02887	T01436	A-24347	商	河南安阳	甲骨	109	雇
ORS02888	T01437	A-36485	商	河南安阳	甲骨	109	雇
ORS02889	T01438	A-13619	商	河南安阳	甲骨	109	雇
ORS02890	G01419	A-08659	商	河南安阳	甲骨	109	雉
ORS02891	G01421	A-08874-0	商	河南安阳	甲骨	109	
ORS02892	T01408	A-07153-0	商	河南安阳	甲骨	109	雉
ORS02893	T01409	A-08659	商	河南安阳	甲骨	109	雉
ORS02894	T01410	A-08874-0	商	河南安阳	甲骨	109	雉
ORS02895	T01411	A-10513	商	河南安阳	甲骨	109	雉
ORS02896	T01412	A-10514	商	河南安阳	甲骨	109	雉
ORS02897	G01416	A-10921	商	河南安阳	甲骨	109	雉
ORS02898	G01417	A-26884	商	河南安阳	甲骨	109	雉
ORS02899	G01418	A-18334	商	河南安阳	甲骨	109	雉
ORS02900	G01420	A-18335	商	河南安阳	甲骨	109	雉
ORS02901	T01413	A-26891	商	河南安阳	甲骨	109	雉
ORS02902	T01414	A-18334	商	河南安阳	甲骨	109	雉
ORS02903	T01415	A-26879	商	河南安阳	甲骨	109	雉
ORS02904	T01417	A-26882	商	河南安阳	甲骨	109	雉
ORS02905	T01419	A-35345	商	河南安阳	甲骨	109	雉
ORS02906	T01420	A-37378	商	河南安阳	甲骨	109	雉
ORS02907	T01421	F-02328	商	河南安阳	甲骨	109	雉
ORS02908	G01424	A-00116-0	商	河南安阳	甲骨	109	雛
ORS02909	G01425	A-00116-0	商	河南安阳	甲骨	109	雛
ORS02910	G01444	A-03131	商	河南安阳	甲骨	109	雝
ORS02911	G01443	A-00119	商	河南安阳	甲骨	109	雝
ORS02912	G01445	A-06016-0	商	河南安阳	甲骨	109	雝
ORS02913	G01446	A-06016-0	商	河南安阳	甲骨	109	雝
ORS02914	G01447	A-16423	商	河南安阳	甲骨	109	雝
ORS02915	G01448	A-03125	商	河南安阳	甲骨	109	雝
ORS02916	G01449	A-03127	商	河南安阳	甲骨	109	雝
ORS02917	G01450	A-03130	商	河南安阳	甲骨	109	雝
ORS02918	G01451	A-01932-1	商	河南安阳	甲骨	109	雝
ORS02919	G01454	A-36600	商	河南安阳	甲骨	109	雝
ORS02920	G01455	A-37655	商	河南安阳	甲骨	109	雝
ORS02921	G01453	A-36598	商	河南安阳	甲骨	109	雝
